level,entryId,term,reading,meaningEn,meaningViDraft
N2,n2_tanos_0598,催促,さいそく,"request, demand, claim, urge , press for",yêu cầu; [VI cần duyệt] demand; [VI cần duyệt] claim; [VI cần duyệt] urge; [VI cần duyệt] press for
N2,n2_tanos_0599,採点,さいてん,"marking, grading, looking over",[VI cần duyệt] marking; [VI cần duyệt] grading; [VI cần duyệt] looking over
N2,n2_tanos_0600,災難,さいなん,"calamity, misfortune",[VI cần duyệt] calamity; [VI cần duyệt] misfortune
N2,n2_tanos_0601,裁縫,さいほう,sewing,[VI cần duyệt] sewing
N2,n2_tanos_0602,材木,ざいもく,"lumber, timber",[VI cần duyệt] lumber; [VI cần duyệt] timber
N2,n2_tanos_0603,サイレン,サイレン,siren,[VI cần duyệt] siren
N2,n2_tanos_0604,逆さ,さかさ,"reverse, inversion, upside down",[VI cần duyệt] reverse; [VI cần duyệt] inversion; [VI cần duyệt] upside down
N2,n2_tanos_0605,逆様,さかさま,"inversion, upside down",[VI cần duyệt] inversion; [VI cần duyệt] upside down
N2,n2_tanos_0606,捜す,さがす,"to search, to seek, to look for",[VI cần duyệt] to search; [VI cần duyệt] to seek; [VI cần duyệt] to look for
N2,n2_tanos_0607,遡る,さかのぼる,"to go back, to go upstream, to make retroactive",[VI cần duyệt] to go back; [VI cần duyệt] to go upstream; [VI cần duyệt] to make retroactive
N2,n2_tanos_0608,酒場,さかば,"bar, bar-room",[VI cần duyệt] bar; [VI cần duyệt] bar-room
N2,n2_tanos_0609,さきおととい,さきおととい,two days before yesterday,[VI cần duyệt] two days before yesterday
N2,n2_tanos_0610,先程,さきほど,some time ago,[VI cần duyệt] some time ago
N2,n2_tanos_0611,裂く,さく,"to tear, to split",[VI cần duyệt] to tear; [VI cần duyệt] to split
N2,n2_tanos_0612,索引,さくいん,"index, indices",[VI cần duyệt] index; [VI cần duyệt] indices
N2,n2_tanos_0613,作者,さくしゃ,"author, authoress",[VI cần duyệt] author; [VI cần duyệt] authoress
N2,n2_tanos_0614,削除,さくじょ,"elimination, cancellation, deletion, erasure",[VI cần duyệt] elimination; [VI cần duyệt] cancellation; [VI cần duyệt] deletion; [VI cần duyệt] erasure
N2,n2_tanos_0615,作成,さくせい,"frame, draw up, make, producing",[VI cần duyệt] frame; [VI cần duyệt] draw up; [VI cần duyệt] make; [VI cần duyệt] producing
N2,n2_tanos_0616,作製,さくせい,manufacture,[VI cần duyệt] manufacture
N2,n2_tanos_0617,探る,さぐる,"to search, to look for, to sound out",[VI cần duyệt] to search; [VI cần duyệt] to look for; [VI cần duyệt] to sound out
N2,n2_tanos_0618,囁く,ささやく,"to whisper, to murmur",[VI cần duyệt] to whisper; [VI cần duyệt] to murmur
N2,n2_tanos_0619,刺さる,ささる,"to stick, to be stuck",[VI cần duyệt] to stick; [VI cần duyệt] to be stuck
N2,n2_tanos_0620,匙,さじ,spoon,[VI cần duyệt] spoon
N2,n2_tanos_0621,座敷,ざしき,tatami room,[VI cần duyệt] tatami room
N2,n2_tanos_0622,差し支え,さしつかえ,"hindrance, impediment",[VI cần duyệt] hindrance; [VI cần duyệt] impediment
N2,n2_tanos_0623,差し引き,さしひき,"deduction, subtraction, balance, ebb and flow, rise and fall",[VI cần duyệt] deduction; [VI cần duyệt] subtraction; [VI cần duyệt] balance; [VI cần duyệt] ebb; [VI cần duyệt] flow; [VI cần duyệt] rise; [VI cần duyệt] fall
N2,n2_tanos_0624,刺身,さしみ,sliced raw fish,[VI cần duyệt] sliced raw fish
N2,n2_tanos_0625,刺す,さす,"to pierce, to stab, to prick, to thrust",[VI cần duyệt] to pierce; [VI cần duyệt] to stab; [VI cần duyệt] to prick; [VI cần duyệt] to thrust
N2,n2_tanos_0626,挿す,さす,"to insert, to put in, to graft, to wear in belt",[VI cần duyệt] to insert; [VI cần duyệt] to put in; [VI cần duyệt] to graft; [VI cần duyệt] to wear in belt
N2,n2_tanos_0627,注す,さす,"to pour , to serve",[VI cần duyệt] to pour; [VI cần duyệt] to serve
N2,n2_tanos_0628,射す,さす,"to shine, to strike",[VI cần duyệt] to shine; [VI cần duyệt] to strike
N2,n2_tanos_0629,流石,さすが,"clever, adept, good, expectations, as one would expect",[VI cần duyệt] clever; [VI cần duyệt] adept; [VI cần duyệt] good; [VI cần duyệt] expectations; [VI cần duyệt] as one would expect
N2,n2_tanos_0630,撮影,さつえい,photographing,[VI cần duyệt] photographing
N2,n2_tanos_0631,雑音,ざつおん,noise,[VI cần duyệt] noise
N2,n2_tanos_0632,さっさと,さっさと,quickly,[VI cần duyệt] quickly
N2,n2_tanos_0633,早速,さっそく,"at once, immediately, without delay, promptly",[VI cần duyệt] at once; [VI cần duyệt] immediately; [VI cần duyệt] without delay; [VI cần duyệt] promptly
N2,n2_tanos_0634,錆,さび,rust,[VI cần duyệt] rust
N2,n2_tanos_0635,錆びる,さびる,"to rust, to become rusty",[VI cần duyệt] to rust; [VI cần duyệt] to become rusty
N2,n2_tanos_0636,座布団,ざぶとん,cushion,[VI cần duyệt] cushion
N2,n2_tanos_0637,冷ます,さます,"to cool, to dampen, to let cool",mát; [VI cần duyệt] to dampen; [VI cần duyệt] to let cool
N2,n2_tanos_0638,妨げる,さまたげる,"to disturb, to prevent",[VI cần duyệt] to disturb; [VI cần duyệt] to prevent
N2,n2_tanos_0639,冷める,さめる,"to become cool, to wear off, to abate, to subside",[VI cần duyệt] to become cool; [VI cần duyệt] to wear off; [VI cần duyệt] to abate; [VI cần duyệt] to subside
N2,n2_tanos_0640,さようなら,さようなら,good-bye,[VI cần duyệt] good-bye
N2,n2_tanos_0641,再来月,さらいげつ,month after next,[VI cần duyệt] month after next
N2,n2_tanos_0642,再来週,さらいしゅう,week after next,[VI cần duyệt] week after next
N2,n2_tanos_0643,再来年,さらいねん,year after next,[VI cần duyệt] year after next
N2,n2_tanos_0644,サラリーマン,サラリーマン,"salary man, company employee",[VI cần duyệt] salary man; [VI cần duyệt] company employee
N2,n2_tanos_0646,さわやか,さわやか,"fresh, refreshing, invigorating",[VI cần duyệt] fresh; [VI cần duyệt] refreshing; [VI cần duyệt] invigorating
N2,n2_tanos_0647,三角,さんかく,"triangle, triangular",[VI cần duyệt] triangle; [VI cần duyệt] triangular
N2,n2_tanos_0648,算数,さんすう,arithmetic,[VI cần duyệt] arithmetic
N2,n2_tanos_0649,酸性,さんせい,acidity,[VI cần duyệt] acidity
N2,n2_tanos_0650,産地,さんち,producing area,[VI cần duyệt] producing area
N2,n2_tanos_0652,山林,さんりん,"mountain forest, mountains and forest",[VI cần duyệt] mountain forest; [VI cần duyệt] mountains; [VI cần duyệt] forest
N2,n2_tanos_0653,仕上がる,しあがる,to be finished,[VI cần duyệt] to be finished
N2,n2_tanos_0654,しあさって,しあさって,two days after tomorrow,[VI cần duyệt] two days after tomorrow
N2,n2_tanos_0655,シーズン,シーズン,season,[VI cần duyệt] season
N2,n2_tanos_0656,シーツ,シーツ,sheet,[VI cần duyệt] sheet
N2,n2_tanos_0657,寺院,じいん,temple,[VI cần duyệt] temple
N2,n2_tanos_0658,しいんと,（する）,"silent , quiet",[VI cần duyệt] silent; yên tĩnh
N2,n2_tanos_0659,自衛,じえい,self-defense,[VI cần duyệt] self-defense
N2,n2_tanos_0660,塩辛い,しおからい,salty,[VI cần duyệt] salty
N2,n2_tanos_0661,司会,しかい,chairmanship,[VI cần duyệt] chairmanship
N2,n2_tanos_0662,四角,しかく,square,[VI cần duyệt] square
N2,n2_tanos_0663,四角い,しかくい,square,[VI cần duyệt] square
N2,n2_tanos_0664,時間割,じかんわり,"timetable, schedule",[VI cần duyệt] timetable; lịch trình
N2,n2_tanos_0665,四季,しき,four seasons,[VI cần duyệt] four seasons
N2,n2_tanos_0666,敷地,しきち,site,[VI cần duyệt] site
N2,n2_tanos_0667,至急,しきゅう,"urgent, pressing",[VI cần duyệt] urgent; [VI cần duyệt] pressing
N2,n2_tanos_0668,敷く,しく,"to spread out, to lay out",[VI cần duyệt] to spread out; [VI cần duyệt] to lay out
N2,n2_tanos_0669,茂る,しげる,"to grow thick, to luxuriate, to be luxurious",[VI cần duyệt] to grow thick; [VI cần duyệt] to luxuriate; [VI cần duyệt] to be luxurious
N2,n2_tanos_0670,持参,じさん,"bringing, taking, carrying",[VI cần duyệt] bringing; [VI cần duyệt] taking; [VI cần duyệt] carrying
N2,n2_tanos_0671,磁石,じしゃく,magnet,[VI cần duyệt] magnet
N2,n2_tanos_0672,四捨五入,ししゃごにゅう,rounding up,[VI cần duyệt] rounding up
N2,n2_tanos_0673,始終,しじゅう,"continuously, from beginning to end",[VI cần duyệt] continuously; [VI cần duyệt] from beginning to end
N2,n2_tanos_0674,自習,じしゅう,self-study,[VI cần duyệt] self-study
N2,n2_tanos_0675,静まる,しずまる,"to quieten down, to calm down, to subside",[VI cần duyệt] to quieten down; [VI cần duyệt] to calm down; [VI cần duyệt] to subside
N2,n2_tanos_0676,姿勢,しせい,"attitude, posture",thái độ; [VI cần duyệt] posture
N2,n2_tanos_0677,自然科学,しぜんかがく,natural science,[VI cần duyệt] natural science
N2,n2_tanos_0679,子孫,しそん,"descendants, posterity, offspring",[VI cần duyệt] descendants; [VI cần duyệt] posterity; [VI cần duyệt] offspring
N2,n2_tanos_0680,死体,したい,corpse,[VI cần duyệt] corpse
N2,n2_tanos_0681,下書き,したがき,"rough copy, draft",[VI cần duyệt] rough copy; [VI cần duyệt] draft
N2,n2_tanos_0682,下町,したまち,"Shitamachi, lower parts of town",[VI cần duyệt] Shitamachi; [VI cần duyệt] lower parts of town
N2,n2_tanos_0683,自治,じち,"self-government, autonomy",[VI cần duyệt] self-government; [VI cần duyệt] autonomy
N2,n2_tanos_0684,実感,じっかん,feelings,[VI cần duyệt] feelings
N2,n2_tanos_0685,湿気,しっけ,"moisture, humidity, dampness",[VI cần duyệt] moisture; [VI cần duyệt] humidity; [VI cần duyệt] dampness
N2,n2_tanos_0686,湿気,しっき,"moisture, humidity, dampness",[VI cần duyệt] moisture; [VI cần duyệt] humidity; [VI cần duyệt] dampness
N2,n2_tanos_0687,しつこい,しつこい,"insistent, obstinate",[VI cần duyệt] insistent; [VI cần duyệt] obstinate
N2,n2_tanos_0689,実績,じっせき,"achievements, actual results",[VI cần duyệt] achievements; [VI cần duyệt] actual results
N2,n2_tanos_0690,湿度,しつど,level of humidity,[VI cần duyệt] level of humidity
N2,n2_tanos_0691,執筆,しっぴつ,writing,[VI cần duyệt] writing
N2,n2_tanos_0692,実物,じつぶつ,"real thing, original",[VI cần duyệt] real thing; [VI cần duyệt] original
N2,n2_tanos_0693,しっぽ,しっぽ,tail,[VI cần duyệt] tail
N2,n2_tanos_0694,実用,じつよう,"practical use, utility",[VI cần duyệt] practical use; [VI cần duyệt] utility
N2,n2_tanos_0695,実力,じつりょく,"merit, efficiency, arms, force",[VI cần duyệt] merit; [VI cần duyệt] efficiency; [VI cần duyệt] arms; [VI cần duyệt] force
N2,n2_tanos_0696,実例,じつれい,"example, illustration",ví dụ; [VI cần duyệt] illustration
N2,n2_tanos_0697,失恋,しつれん,"disappointed love, broken heart, unrequited love, be lovelorn",[VI cần duyệt] disappointed love; [VI cần duyệt] broken heart; [VI cần duyệt] unrequited love; [VI cần duyệt] be lovelorn
N2,n2_tanos_0698,指定,してい,"designation, specification, assignment, pointing at",[VI cần duyệt] designation; [VI cần duyệt] specification; [VI cần duyệt] assignment; [VI cần duyệt] pointing at
N2,n2_tanos_0699,私鉄,してつ,private railway,[VI cần duyệt] private railway
N2,n2_tanos_0700,児童,じどう,"children, juvenile",[VI cần duyệt] children; [VI cần duyệt] juvenile
N2,n2_tanos_0701,縛る,しばる,"to tie, to bind",[VI cần duyệt] to tie; [VI cần duyệt] to bind
N2,n2_tanos_0702,地盤,じばん,ground,[VI cần duyệt] ground
N2,n2_tanos_0703,しびれる,しびれる,"to become numb, to go to sleep",[VI cần duyệt] to become numb; [VI cần duyệt] to go to sleep
N2,n2_tanos_0704,紙幣,しへい,"paper money, notes, bills",[VI cần duyệt] paper money; [VI cần duyệt] notes; [VI cần duyệt] bills
N2,n2_tanos_0705,しぼむ,しぼむ,"to wither, to fade , to shrivel, to wilt",[VI cần duyệt] to wither; [VI cần duyệt] to fade; [VI cần duyệt] to shrivel; [VI cần duyệt] to wilt
N2,n2_tanos_0706,絞る,しぼる,"to press, to wring, to squeeze",[VI cần duyệt] to press; [VI cần duyệt] to wring; [VI cần duyệt] to squeeze
N2,n2_tanos_0707,縞,しま,stripe,[VI cần duyệt] stripe
N2,n2_tanos_0708,地味,じみ,"plain, simple",[VI cần duyệt] plain; đơn giản
N2,n2_tanos_0709,しみじみ,しみじみ,"keenly, deeply, heartily",[VI cần duyệt] keenly; [VI cần duyệt] deeply; [VI cần duyệt] heartily
N2,n2_tanos_0710,氏名,しめい,"full name, identity",[VI cần duyệt] full name; [VI cần duyệt] identity
N2,n2_tanos_0711,締切,しめきり,"closing, cut-off, end, deadline, Closed, No Entrance",[VI cần duyệt] closing; [VI cần duyệt] cut-off; [VI cần duyệt] end; [VI cần duyệt] deadline; [VI cần duyệt] Closed; [VI cần duyệt] No Entrance
N2,n2_tanos_0712,締め切る,しめきる,to shut up,[VI cần duyệt] to shut up
N2,n2_tanos_0713,湿る,しめる,"to be wet, to become wet, to be damp",[VI cần duyệt] to be wet; [VI cần duyệt] to become wet; [VI cần duyệt] to be damp
N2,n2_tanos_0714,ジャーナリスト,ジャーナリスト,journalist,[VI cần duyệt] journalist
N2,n2_tanos_0715,社会科学,しゃかいかがく,social science,[VI cần duyệt] social science
N2,n2_tanos_0716,しゃがむ,しゃがむ,to squat,[VI cần duyệt] to squat
N2,n2_tanos_0717,蛇口,じゃぐち,"faucet, tap",[VI cần duyệt] faucet; [VI cần duyệt] tap
N2,n2_tanos_0718,弱点,じゃくてん,"weak point, weakness",[VI cần duyệt] weak point; [VI cần duyệt] weakness
N2,n2_tanos_0719,車庫,しゃこ,"garage, car shed",[VI cần duyệt] garage; [VI cần duyệt] car shed
N2,n2_tanos_0720,車掌,しゃしょう,conductor,[VI cần duyệt] conductor
N2,n2_tanos_0721,写生,しゃせい,"sketching, drawing from nature",[VI cần duyệt] sketching; [VI cần duyệt] drawing from nature
N2,n2_tanos_0722,社説,しゃせつ,"editorial, leading article",[VI cần duyệt] editorial; [VI cần duyệt] leading article
N2,n2_tanos_0723,しゃっくり,しゃっくり,"hiccough, hiccup",[VI cần duyệt] hiccough; [VI cần duyệt] hiccup
N2,n2_tanos_0724,シャッター,シャッター,shutter,[VI cần duyệt] shutter
N2,n2_tanos_0725,しゃぶる,しゃぶる,"to suck, to chew",[VI cần duyệt] to suck; [VI cần duyệt] to chew
N2,n2_tanos_0726,車輪,しゃりん,wheel,[VI cần duyệt] wheel
N2,n2_tanos_0727,洒落,しゃれ,"joke, pun, witticism",[VI cần duyệt] joke; [VI cần duyệt] pun; [VI cần duyệt] witticism
N2,n2_tanos_0728,じゃんけん,じゃんけん,rock-scissors-paper game,[VI cần duyệt] rock-scissors-paper game
N2,n2_tanos_0729,集会,しゅうかい,"meeting, assembly",cuộc họp; [VI cần duyệt] assembly
N2,n2_tanos_0730,住居,じゅうきょ,"dwelling, house, residence, address",[VI cần duyệt] dwelling; nhà; [VI cần duyệt] residence; [VI cần duyệt] address
N2,n2_tanos_0731,集金,しゅうきん,money collection,[VI cần duyệt] money collection
N2,n2_tanos_0732,集合,しゅうごう,"gathering, assembly, meeting, set",[VI cần duyệt] gathering; [VI cần duyệt] assembly; cuộc họp; [VI cần duyệt] set
N2,n2_tanos_0733,習字,しゅうじ,penmanship,[VI cần duyệt] penmanship
N2,n2_tanos_0734,修繕,しゅうぜん,"repair, mending",[VI cần duyệt] repair; [VI cần duyệt] mending
N2,n2_tanos_0735,重体,じゅうたい,"seriously ill, serious condition, critical state",[VI cần duyệt] seriously ill; [VI cần duyệt] serious condition; [VI cần duyệt] critical state
N2,n2_tanos_0736,じゅうたん,（カーペット）,carpet,[VI cần duyệt] carpet
N2,n2_tanos_0737,終点,しゅうてん,"terminus, last stop",[VI cần duyệt] terminus; [VI cần duyệt] last stop
N2,n2_tanos_0738,重点,じゅうてん,"important point, lay stress on, colon, emphasis",[VI cần duyệt] important point; [VI cần duyệt] lay stress on; [VI cần duyệt] colon; [VI cần duyệt] emphasis
N2,n2_tanos_0739,就任,しゅうにん,"inauguration, assumption of office",[VI cần duyệt] inauguration; [VI cần duyệt] assumption of office
